MT;Status;Tag;Field_Name;Content_Options;KeyMTTag
601;M;21;Related Reference;16x;601#21
601;M;22;Code/Common Reference;8a/4!a2!c4!n4!a2!c;601#22
601;M;22L;Reporting Jurisdiction;35x;601#22L
601;M;22M;UTI Namespace/Issuer Code;30x;601#22M
601;M;22N;Transaction Identifier;32x;601#22N
601;M;22P;PUTI Namespace/Issuer Code;30x;601#22P
601;O;22Q;Collateral Portfolio Code;10x;601#22Q
601;M;22R;Prior Transaction Identifier;32x;601#22R
601;O;22S;Clearing Broker Identification;1!a/35x;601#22S
601;O;22T;Cleared Product Identification;35x;601#22T
601;O;22U;Underlying Product Identifier;6a;601#22U
601;O;22V;Execution Venue;35x;601#22V
601;M;23;Further Identification;16x;601#23
601;M;26C;Identification of the Commodity;[3!a]/15x/5!a4!a[4x][//8x];601#26C
601;M;26F;Settlement Type;9a;601#26F
601;M;30;Date Contract Agreed/Amended;6!n;601#30
601;O;31C;Earliest Exercise Date;6!n;601#31C
601;M;31E;Final Settlement Date;6!n;601#31E
601;M;31G;Expiry Details;6!n/4!n/12a;601#31G
601;M;32B;Strike Price;3!a15d;601#32B
601;M;32F;Unit and Amount of the Commodity;3!a15d;601#32F
601;M;33B;Premium Price;3!a15d;601#33B
601;M;34A;Premium Payment;P or R;601#34A
601;O;34C;Commission and Fees;4!c/[N]3!a15d;601#34C
601;M;34P;Premium Payment;P or R;601#34P
601;M;34R;Premium Payment;P or R;601#34R
601;O;35B;Identification of Financial Instrument;[ISIN1!e12!c]<crlf>[4*35x];601#35B
601;O;53A;Sender's Correspondent;A, B, or D;601#53A
601;O;53B;Sender's Correspondent;A, B, or D;601#53B
601;O;53D;Sender's Correspondent;A, B, or D;601#53D
601;O;56A;Intermediary;A, B, or D;601#56A
601;O;56B;Intermediary;A, B, or D;601#56B
601;O;56D;Intermediary;A, B, or D;601#56D
601;M;57A;Account With Institution;A, B, or D;601#57A
601;M;57B;Account With Institution;A, B, or D;601#57B
601;M;57D;Account With Institution;A, B, or D;601#57D
601;O;72;Sender to Receiver Information;6*35x;601#72
601;O;77A;Additional Reporting Information;20*35x;601#77A
601;O;77D;Terms and Conditions;6*35x;601#77D
601;M;77H;Type, Date, Version of the Agreement;6a[/8!n][//4!n];601#77H
601;M;82A;Party A;A, D, or J;601#82A
601;M;82D;Party A;A, D, or J;601#82D
601;M;82J;Party A;A, D, or J;601#82J
601;O;83A;Fund or Beneficiary Customer;A, D, or J;601#83A
601;O;83D;Fund or Beneficiary Customer;A, D, or J;601#83D
601;O;83J;Fund or Beneficiary Customer;A, D, or J;601#83J
601;M;87A;Party B;A, D, or J;601#87A
601;M;87D;Party B;A, D, or J;601#87D
601;M;87J;Party B;A, D, or J;601#87J
601;O;91A;Reporting Party;A, D, or J;601#91A
601;O;91D;Reporting Party;A, D, or J;601#91D
601;O;91J;Reporting Party;A, D, or J;601#91J
601;O;94A;Scope of Operation;4!c;601#94A
601;O;96A;Clearing Exception Party;A, D, or J;601#96A
601;O;96D;Clearing Exception Party;A, D, or J;601#96D
601;O;96J;Clearing Exception Party;A, D, or J;601#96J
601;O;98D;Execution Timestamp;8!n6!n[,3n][/[N]2!n[2!n]];601#98D
604;M;20;Transaction Reference Number;16x;604#20
604;M;21;Related Reference;16x;604#21
604;M;23;Further Identification;16x;604#23
604;O;25;Further Account Identification;35x;604#25
604;M;26C;Identification of the Commodity and the Commodity Account;[3!a]/15x/5!a4!a[4x][//8x];604#26C
604;O;26D;Certificate Number(s) and/or Bar Number(s);30*65x;604#26D
604;M;30;Value Date;6!n;604#30
604;M;32F;Quantity of the Commodity;3!a15d;604#32F
604;O;72;Sender to Receiver Information;6*35x;604#72
604;O;82A;Instructing Party;A, B, or D;604#82A
604;O;82B;Instructing Party;A, B, or D;604#82B
604;O;82D;Instructing Party;A, B, or D;604#82D
604;O;86A;Intermediary;A, B, or D;604#86A
604;O;86B;Intermediary;A, B, or D;604#86B
604;O;86D;Intermediary;A, B, or D;604#86D
604;O;87A;Receiver of the Commodity;A, B, or D;604#87A
604;O;87B;Receiver of the Commodity;A, B, or D;604#87B
604;O;87D;Receiver of the Commodity;A, B, or D;604#87D
604;M;88A;Beneficiary of the Commodity;A, B, or D;604#88A
604;M;88B;Beneficiary of the Commodity;A, B, or D;604#88B
604;M;88D;Beneficiary of the Commodity;A, B, or D;604#88D
605;M;20;Transaction Reference Number;16x;605#20
605;M;21;Related Reference;16x;605#21
605;M;23;Further Identification;16x;605#23
605;O;25;Further Account Identification;35x;605#25
605;M;26C;Identification of the Commodity and the Commodity Account;[3!a]/15x/5!a4!a[4x][//8x];605#26C
605;O;26D;Certificate Number(s) and/or Bar Number(s);30*65x;605#26D
605;M;30;Value Date;6!n;605#30
605;M;32F;Quantity of the Commodity;3!a15d;605#32F
605;O;72;Sender to Receiver Information;6*35x;605#72
605;O;82A;Instructing Party;A, B, or D;605#82A
605;O;82B;Instructing Party;A, B, or D;605#82B
605;O;82D;Instructing Party;A, B, or D;605#82D
605;O;86A;Intermediary;A, B, or D;605#86A
605;O;86B;Intermediary;A, B, or D;605#86B
605;O;86D;Intermediary;A, B, or D;605#86D
605;M;87A;Deliverer of the Commodity;A, B, or D;605#87A
605;M;87B;Deliverer of the Commodity;A, B, or D;605#87B
605;M;87D;Deliverer of the Commodity;A, B, or D;605#87D
605;O;88A;Beneficiary of the Commodity;A, B, or D;605#88A
605;O;88B;Beneficiary of the Commodity;A, B, or D;605#88B
605;O;88D;Beneficiary of the Commodity;A, B, or D;605#88D
606;M;20;Transaction Reference Number;16x;606#20
606;M;21;Related Reference;16x;606#21
606;O;25;Further Account Identification;35x;606#25
606;M;26C;Identification of the Commodity and the Commodity Account;[3!a]/15x/5!a4!a[4x][//8x];606#26C
606;O;26D;Certificate Number(s) and/or Bar Number(s);30*65x;606#26D
606;M;30;Value Date;6!n;606#30
606;M;32F;Quantity of the Commodity;3!a15d;606#32F
606;O;72;Sender to Receiver Information;6*35x;606#72
606;O;82A;Instructing Party;A or D;606#82A
606;O;82D;Instructing Party;A or D;606#82D
606;O;86A;Intermediary;A, B, or D;606#86A
606;O;86B;Intermediary;A, B, or D;606#86B
606;O;86D;Intermediary;A, B, or D;606#86D
606;O;87A;Receiver of the Commodity;A or D;606#87A
606;O;87D;Receiver of the Commodity;A or D;606#87D
606;O;88A;Beneficiary of the Commodity;A or D;606#88A
606;O;88D;Beneficiary of the Commodity;A or D;606#88D
607;M;20;Transaction Reference Number;16x;607#20
607;M;21;Related Reference;16x;607#21
607;O;25;Further Account Identification;35x;607#25
607;M;26C;Identification of the Commodity and the Commodity Account;[3!a]/15x/5!a4!a[4x][//8x];607#26C
607;O;26D;Certificate Number(s) and/or Bar Number(s);30*65x;607#26D
607;M;30;Value Date;6!n;607#30
607;M;32F;Quantity of the Commodity;3!a15d;607#32F
607;O;72;Sender to Receiver Information;6*35x;607#72
607;O;82A;Instructing Party;A or D;607#82A
607;O;82D;Instructing Party;A or D;607#82D
607;O;86A;Intermediary;A, B, or D;607#86A
607;O;86B;Intermediary;A, B, or D;607#86B
607;O;86D;Intermediary;A, B, or D;607#86D
607;O;87A;Deliverer of the Commodity;A or D;607#87A
607;O;87D;Deliverer of the Commodity;A or D;607#87D
607;O;88A;Beneficiary of the Commodity;A, B, or D;607#88A
607;O;88B;Beneficiary of the Commodity;A, B, or D;607#88B
607;O;88D;Beneficiary of the Commodity;A, B, or D;607#88D
608;M;20;Transaction Reference Number;16x;608#20
608;O;25;Further Account Identification;35x;608#25
608;M;26C;Identification of the Commodity and the Commodity Account;[3!a]/15x/5!a4!a[4x][//8x];608#26C
608;M;28;Statement Number/Sequence Number;5n[/2n];608#28
608;M;60A;Opening Balance;F or M;608#60A
608;M;60F;Opening Balance;F or M;608#60F
608;M;60M;Opening Balance;F or M;608#60M
608;O;61;Statement Line;6!n[4!n]2a[1!a]15d1!a3!c16x[//16x]<crlf>[34x];608#61
608;M;62A;Closing Balance;F or M;608#62A
608;M;62F;Closing Balance;F or M;608#62F
608;M;62M;Closing Balance;F or M;608#62M
608;O;64;Closing Available Balance;1!a6!n3!a15d;608#64
608;O;65;Forward Available Balance;1!a6!n3!a15d;608#65
620;M;14D;Day Count Fraction;7x;620#14D
620;M;15A;New Sequence;Empty field;620#15A
620;M;15B;New Sequence;Empty field;620#15B
620;M;15C;New Sequence;Empty field;620#15C
620;M;15D;New Sequence;Empty field;620#15D
620;M;15E;New Sequence;Empty field;620#15E
620;M;15F;New Sequence;Empty field;620#15F
620;M;15G;New Sequence;Empty field;620#15G
620;M;15H;New Sequence;Empty field;620#15H
620;M;17R;Party A's Role;1!a;620#17R
620;M;20;Sender's Reference;16x;620#20
620;O;21;Related Reference;16x;620#21
620;O;21G;Broker's Reference;16x;620#21G
620;O;21N;Contract Number Party A;16x;620#21N
620;M;22A;Type of Operation;4!c;620#22A
620;M;22B;Type of Event;4!c;620#22B
620;O;22Z;Underlying Product Identifier;6a;620#22Z
620;O;24D;Dealing Method;4!c[/35x];620#24D
620;M;26C;Identification of the Commodity;[3!a]/15x/5!a4!a[4x][//8x];620#26C
620;O;26H;Counterparty's Reference;16x;620#26H
620;O;29A;Contact Information;4*35x;620#29A
620;O;30F;Last Day of the First Interest Period;8!n;620#30F
620;M;30P;Maturity Date;8!n;620#30P
620;M;30T;Trade Date;8!n;620#30T
620;M;30V;Value Date;8!n;620#30V
620;O;30X;Next Interest Due Date;8!n;620#30X
620;M;32A;Currency and Principal Amount;B or F;620#32A
620;M;32B;Currency and Principal Amount;B or F;620#32B
620;M;32F;Currency and Principal Amount;B or F;620#32F
620;M;33A;Transaction Currency and Net Interest Amount;B or J;620#33A
620;M;33B;Transaction Currency and Net Interest Amount;B or J;620#33B
620;M;33J;Transaction Currency and Net Interest Amount;B or J;620#33J
620;M;34A;Currency and Interest Amount;E or J;620#34A
620;M;34E;Currency and Interest Amount;E or J;620#34E
620;M;34J;Currency and Interest Amount;E or J;620#34J
620;O;36;Exchange Rate;12d;620#36
620;M;37G;Interest Rate;[N]12d;620#37G
620;M;37L;Tax Rate;12d;620#37L
620;O;38J;Number of Days;1!a3!n;620#38J
620;O;53A;Delivery Agent;A, D, or J;620#53A
620;O;53D;Delivery Agent;A, D, or J;620#53D
620;O;53J;Delivery Agent;A, D, or J;620#53J
620;O;56A;Intermediary;A, D, or J;620#56A
620;O;56D;Intermediary;A, D, or J;620#56D
620;O;56J;Intermediary;A, D, or J;620#56J
620;M;57A;Receiving Agent;A, D, or J;620#57A
620;M;57D;Receiving Agent;A, D, or J;620#57D
620;M;57J;Receiving Agent;A, D, or J;620#57J
620;O;58A;Beneficiary Institution;A, D, or J;620#58A
620;O;58D;Beneficiary Institution;A, D, or J;620#58D
620;O;58J;Beneficiary Institution;A, D, or J;620#58J
620;O;71F;Broker's Commission;3!a15d;620#71F
620;O;72;Sender to Receiver Information;6*35x;620#72
620;O;77D;Terms and Conditions;6*35x;620#77D
620;M;82A;Party A;A, D, or J;620#82A
620;M;82D;Party A;A, D, or J;620#82D
620;M;82J;Party A;A, D, or J;620#82J
620;O;83A;Fund or Instructing Party;A, D, or J;620#83A
620;O;83D;Fund or Instructing Party;A, D, or J;620#83D
620;O;83J;Fund or Instructing Party;A, D, or J;620#83J
620;O;84A;Dealing Branch Party A;A, B, D, or J;620#84A
620;O;84B;Dealing Branch Party A;A, B, D, or J;620#84B
620;O;84D;Dealing Branch Party A;A, B, D, or J;620#84D
620;O;84J;Dealing Branch Party A;A, B, D, or J;620#84J
620;O;85A;Dealing Branch Party B;A, B, D, or J;620#85A
620;O;85B;Dealing Branch Party B;A, B, D, or J;620#85B
620;O;85D;Dealing Branch Party B;A, B, D, or J;620#85D
620;O;85J;Dealing Branch Party B;A, B, D, or J;620#85J
620;O;86A;Intermediary 2;A, D, or J;620#86A
620;O;86D;Intermediary 2;A, D, or J;620#86D
620;O;86J;Intermediary 2;A, D, or J;620#86J
620;M;87A;Party B;A, D, or J;620#87A
620;M;87D;Party B;A, D, or J;620#87D
620;M;87J;Party B;A, D, or J;620#87J
620;O;88A;Broker Identification;A, D, or J;620#88A
620;O;88D;Broker Identification;A, D, or J;620#88D
620;O;88J;Broker Identification;A, D, or J;620#88J
620;O;94A;Scope of Operation;4!c;620#94A
670;M;11A;SSI Currency;:4!c//3!a;670#11A
670;M;16R;Start of Block;GENL;670#16R
670;M;16S;End of Block;LINK;670#16S
670;M;20C;Sender's Message Reference;:4!c//16x;670#20C
670;M;22F;SSI Update Type;:4!c/[8c]/4!c;670#22F
670;O;22H;SSI Recipient;:4!c//4!c;670#22H
670;M;23G;Function of the Message;4!c[/4!c];670#23G
670;O;70E;Additional Text Narrative;:4!c//10*35x;670#70E
670;O;94C;SSI Recipient Country;:4!c//2!a;670#94C
670;M;95A;(see qualifier description);P or Q;670#95A
670;M;95P;(see qualifier description);P or Q;670#95P
670;M;95Q;(see qualifier description);P or Q;670#95Q
670;O;97A;Safekeeping Account;:4!c//35x;670#97A
670;M;98A;Effective Date;:4!c//8!n;670#98A
671;M;11A;SSI Currency;:4!c//3!a;671#11A
671;M;16R;Start of Block;GENL;671#16R
671;M;16S;End of Block;LINK;671#16S
671;M;20C;Sender's Message Reference;:4!c//16x;671#20C
671;M;22F;SSI Update Type;:4!c/[8c]/4!c;671#22F
671;M;22H;SSI Purpose;:4!c//4!c;671#22H
671;M;23G;Function of the Message;4!c[/4!c];671#23G
671;O;70E;Additional Text Narrative;:4!c//10*35x;671#70E
671;M;95A;(see qualifier description);P or Q;671#95A
671;M;95P;(see qualifier description);P or Q;671#95P
671;M;95Q;(see qualifier description);P or Q;671#95Q
671;O;97A;Safekeeping Account;:4!c//35x;671#97A
671;M;98A;Effective Date;:4!c//8!n;671#98A
690;M;20;Transaction Reference Number;16x;690#20
690;M;21;Related Reference;16x;690#21
690;M;25;Account Identification;35x;690#25
690;M;32A;Value Date, Currency Code, Amount;C or D;690#32A
690;M;32C;Value Date, Currency Code, Amount;C or D;690#32C
690;M;32D;Value Date, Currency Code, Amount;C or D;690#32D
690;O;52A;Ordering Institution;A or D;690#52A
690;O;52D;Ordering Institution;A or D;690#52D
690;M;71B;Details of Charges;6*35x;690#71B
690;O;72;Sender to Receiver Information;6*35x;690#72
691;M;20;Transaction Reference Number;16x;691#20
691;M;21;Related Reference;16x;691#21
691;M;32B;Currency Code, Amount;3!a15d;691#32B
691;O;52A;Ordering Institution;A or D;691#52A
691;O;52D;Ordering Institution;A or D;691#52D
691;O;57A;Account With Institution;A, B, or D;691#57A
691;O;57B;Account With Institution;A, B, or D;691#57B
691;O;57D;Account With Institution;A, B, or D;691#57D
691;M;71B;Details of Charges;6*35x;691#71B
691;O;72;Sender to Receiver Information;6*35x;691#72
692;M;11S;MT and Date of the Original Message;3!n<crlf>6!n<crlf>[4!n6!n];692#11S
692;M;20;Transaction Reference Number;16x;692#20
692;M;21;Related Reference;16x;692#21
692;O;79;Narrative Description of the Original Message;35*50x;692#79
695;O;11A;MT and Date of the Original Message;R or S;695#11A
695;O;11R;MT and Date of the Original Message;R or S;695#11R
695;O;11S;MT and Date of the Original Message;R or S;695#11S
695;M;20;Transaction Reference Number;16x;695#20
695;M;21;Related Reference;16x;695#21
695;M;75;Queries;6*35x;695#75
695;O;77A;Narrative;20*35x;695#77A
695;O;79;Narrative Description of the Message to Which the Query Relates;35*50x;695#79
696;O;11A;MT and Date of the Original Message;R or S;696#11A
696;O;11R;MT and Date of the Original Message;R or S;696#11R
696;O;11S;MT and Date of the Original Message;R or S;696#11S
696;M;20;Transaction Reference Number;16x;696#20
696;M;21;Related Reference;16x;696#21
696;M;76;Answers;6*35x;696#76
696;O;77A;Narrative;20*35x;696#77A
696;O;79;Narrative Description of the Original Message to Which the Answer Relates;35*50x;696#79
698;M;12;Sub-Message Type;3!n;698#12
698;M;20;Transaction Reference Number;16x;698#20
698;M;77E;Proprietary Message;73z<crlf>[n*78z];698#77E
699;M;20;Transaction Reference Number;16x;699#20
699;O;21;Related Reference;16x;699#21
699;M;79;Narrative;35*50x;699#79
700;M;20;Documentary Credit Number;16x;700#20
700;O;23;Reference to Pre-Advice;16x;700#23
700;M;27;Sequence of Total;1!n/1!n;700#27
700;M;31C;Date of Issue;6!n;700#31C
700;M;31D;Date and Place of Expiry;6!n29x;700#31D
700;M;32B;Currency Code, Amount;3!a15d;700#32B
700;O;39A;Percentage Credit Amount Tolerance;2n/2n;700#39A
700;O;39C;Additional Amounts Covered;4*35x;700#39C
700;M;40A;Form of Documentary Credit;24x;700#40A
700;M;40E;Applicable Rules;30x[/35x];700#40E
700;M;41A;Available With ... By ...;A or D;700#41A
700;M;41D;Available With ... By ...;A or D;700#41D
700;O;42A;Drawee;A or D;700#42A
700;O;42C;Drafts at ...;3*35x;700#42C
700;O;42D;Drawee;A or D;700#42D
700;O;42M;Mixed Payment Details;4*35x;700#42M
700;O;42P;Negotiation/Deferred Payment Details;4*35x;700#42P
700;O;43P;Partial Shipments;11x;700#43P
700;O;43T;Transhipment;11x;700#43T
700;O;44A;Place of Taking in Charge/Dispatch from .../Place of Receipt;65x;700#44A
700;O;44B;Place of Final Destination/For Transportation to .../Place of Delivery;65x;700#44B
700;O;44C;Latest Date of Shipment;6!n;700#44C
700;O;44D;Shipment Period;6*65x;700#44D
700;O;44E;Port of Loading/Airport of Departure;65x;700#44E
700;O;44F;Port of Discharge/Airport of Destination;65x;700#44F
700;O;45A;Description of Goods and/or Services;100*65z;700#45A
700;O;46A;Documents Required;100*65z;700#46A
700;O;47A;Additional Conditions;100*65z;700#47A
700;O;48;Period for Presentation in Days;3n[/35x];700#48
700;M;49;Confirmation Instructions;7!x;700#49
700;O;49G;Special Payment Conditions for Beneficiary;100*65z;700#49G
700;O;49H;Special Payment Conditions for Receiving Bank;100*65z;700#49H
700;M;50;Applicant;4*35x;700#50
700;O;51A;Applicant Bank;A or D;700#51A
700;O;51D;Applicant Bank;A or D;700#51D
700;O;53A;Reimbursing Bank;A or D;700#53A
700;O;53D;Reimbursing Bank;A or D;700#53D
700;O;57A;'Advise Through' Bank;A, B, or D;700#57A
700;O;57B;'Advise Through' Bank;A, B, or D;700#57B
700;O;57D;'Advise Through' Bank;A, B, or D;700#57D
700;O;58A;Requested Confirmation Party;A or D;700#58A
700;O;58D;Requested Confirmation Party;A or D;700#58D
700;M;59;Beneficiary;[/34x]<crlf>4*35x;700#59
700;O;71D;Charges;6*35z;700#71D
700;O;72Z;Sender to Receiver Information;6*35z;700#72Z
700;O;78;Instructions to the Paying/Accepting/Negotiating Bank;12*65x;700#78
701;M;20;Documentary Credit Number;16x;701#20
701;M;27;Sequence of Total;1!n/1!n;701#27
701;O;45A;Description of Goods and/or Services;100*65z;701#45A
701;O;46A;Documents Required;100*65z;701#46A
701;O;47A;Additional Conditions;100*65z;701#47A
701;O;49G;Special Payment Conditions for Beneficiary;100*65z;701#49G
701;O;49H;Special Payment Conditions for Receiving Bank;100*65z;701#49H
705;M;20;Documentary Credit Number;16x;705#20
705;M;31D;Date and Place of Expiry;6!n29x;705#31D
705;M;32B;Currency Code, Amount;3!a15d;705#32B
705;O;39A;Percentage Credit Amount Tolerance;2n/2n;705#39A
705;O;39C;Additional Amounts Covered;4*35x;705#39C
705;M;40A;Form of Documentary Credit;24x;705#40A
705;O;41A;Available With ... By ...;A or D;705#41A
705;O;41D;Available With ... By ...;A or D;705#41D
705;O;44A;Place of Taking in Charge/Dispatch from .../Place of Receipt;65x;705#44A
705;O;44B;Place of Final Destination/For Transportation to .../Place of Delivery;65x;705#44B
705;O;44C;Latest Date of Shipment;6!n;705#44C
705;O;44D;Shipment Period;6*65x;705#44D
705;O;44E;Port of Loading/Airport of Departure;65x;705#44E
705;O;44F;Port of Discharge/Airport of Destination;65x;705#44F
705;O;45A;Description of Goods and/or Services;100*65z;705#45A
705;M;50;Applicant;4*35x;705#50
705;O;57A;'Advise Through' Bank;A, B, or D;705#57A
705;O;57B;'Advise Through' Bank;A, B, or D;705#57B
705;O;57D;'Advise Through' Bank;A, B, or D;705#57D
705;M;59;Beneficiary;[/34x]<crlf>4*35x;705#59
705;O;72Z;Sender to Receiver Information;6*35z;705#72Z
705;O;79Z;Narrative;35*50z;705#79Z
707;M;20;Sender's Reference;16x;707#20
707;M;21;Receiver's Reference;16x;707#21
707;M;22A;Purpose of Message;4!c;707#22A
707;M;23;Issuing Bank's Reference;16x;707#23
707;O;23S;Cancellation Request;6!a;707#23S
707;M;26E;Number of Amendment;3n;707#26E
707;M;27;Sequence of Total;1!n/1!n;707#27
707;M;30;Date of Amendment;6!n;707#30
707;M;31C;Date of Issue;6!n;707#31C
707;O;31D;Date and Place of Expiry;6!n29x;707#31D
707;O;32B;Increase of Documentary Credit Amount;3!a15d;707#32B
707;O;33B;Decrease of Documentary Credit Amount;3!a15d;707#33B
707;O;39A;Percentage Credit Amount Tolerance;2n/2n;707#39A
707;O;39C;Additional Amounts Covered;4*35x;707#39C
707;O;40A;Form of Documentary Credit;24x;707#40A
707;O;40E;Applicable Rules;30x[/35x];707#40E
707;O;41A;Available With ... By ...;A or D;707#41A
707;O;41D;Available With ... By ...;A or D;707#41D
707;O;42A;Drawee;A or D;707#42A
707;O;42C;Drafts at ...;3*35x;707#42C
707;O;42D;Drawee;A or D;707#42D
707;O;42M;Mixed Payment Details;4*35x;707#42M
707;O;42P;Negotiation/Deferred Payment Details;4*35x;707#42P
707;O;43P;Partial Shipments;11x;707#43P
707;O;43T;Transhipment;11x;707#43T
707;O;44A;Place of Taking in Charge/Dispatch from .../Place of Receipt;65x;707#44A
707;O;44B;Place of Final Destination/For Transportation to .../Place of Delivery;65x;707#44B
707;O;44C;Latest Date of Shipment;6!n;707#44C
707;O;44D;Shipment Period;6*65x;707#44D
707;O;44E;Port of Loading/Airport of Departure;65x;707#44E
707;O;44F;Port of Discharge/Airport of Destination;65x;707#44F
707;O;45B;Description of Goods and/or Services;100*65z;707#45B
707;O;46B;Documents Required;100*65z;707#46B
707;O;47B;Additional Conditions;100*65z;707#47B
707;O;48;Period for Presentation in Days;3n[/35x];707#48
707;O;49;Confirmation Instructions;7!x;707#49
707;O;49M;Special Payment Conditions for Beneficiary;100*65z;707#49M
707;O;49N;Special Payment Conditions for Receiving Bank;100*65z;707#49N
707;O;50;Changed Applicant Details;4*35x;707#50
707;O;50B;Non-Bank Issuer;4*35x;707#50B
707;O;52A;Issuing Bank;A or D;707#52A
707;O;52D;Issuing Bank;A or D;707#52D
707;O;53A;Reimbursing Bank;A or D;707#53A
707;O;53D;Reimbursing Bank;A or D;707#53D
707;O;57A;'Advise Through' Bank;A, B, or D;707#57A
707;O;57B;'Advise Through' Bank;A, B, or D;707#57B
707;O;57D;'Advise Through' Bank;A, B, or D;707#57D
707;O;58A;Requested Confirmation Party;A or D;707#58A
707;O;58D;Requested Confirmation Party;A or D;707#58D
707;O;59;Beneficiary;[/34x]<crlf>4*35x;707#59
707;O;71D;Charges;6*35z;707#71D
707;O;71N;Amendment Charge Payable By;4!c<crlf>[6*35z];707#71N
707;O;72Z;Sender to Receiver Information;6*35z;707#72Z
707;O;78;Instructions to the Paying/Accepting/Negotiating Bank;12*65x;707#78
708;M;20;Sender's Reference;16x;708#20
708;M;23;Issuing Bank's Reference;16x;708#23
708;M;26E;Number of Amendment;3n;708#26E
708;M;27;Sequence of Total;1!n/1!n;708#27
708;M;30;Date of Amendment;6!n;708#30
708;O;45B;Description of Goods and/or Services;100*65z;708#45B
708;O;46B;Documents Required;100*65z;708#46B
708;O;47B;Additional Conditions;100*65z;708#47B
708;O;49M;Special Payment Conditions for Beneficiary;100*65z;708#49M
708;O;49N;Special Payment Conditions for Receiving Bank;100*65z;708#49N
710;M;20;Sender's Reference;16x;710#20
710;M;21;Documentary Credit Number;16x;710#21
710;O;23;Reference to Pre-Advice;16x;710#23
710;M;27;Sequence of Total;1!n/1!n;710#27
710;M;31C;Date of Issue;6!n;710#31C
710;M;31D;Date and Place of Expiry;6!n29x;710#31D
710;M;32B;Currency Code, Amount;3!a15d;710#32B
710;O;39A;Percentage Credit Amount Tolerance;2n/2n;710#39A
710;O;39C;Additional Amounts Covered;4*35x;710#39C
710;M;40B;Form of Documentary Credit;24x<crlf>24x;710#40B
710;M;40E;Applicable Rules;30x[/35x];710#40E
710;M;41A;Available With ... By ...;A or D;710#41A
710;M;41D;Available With ... By ...;A or D;710#41D
710;O;42A;Drawee;A or D;710#42A
710;O;42C;Drafts at ...;3*35x;710#42C
710;O;42D;Drawee;A or D;710#42D
710;O;42M;Mixed Payment Details;4*35x;710#42M
710;O;42P;Negotiation/Deferred Payment Details;4*35x;710#42P
710;O;43P;Partial Shipments;11x;710#43P
710;O;43T;Transhipment;11x;710#43T
710;O;44A;Place of Taking in Charge/Dispatch from .../Place of Receipt;65x;710#44A
710;O;44B;Place of Final Destination/For Transportation to .../Place of Delivery;65x;710#44B
710;O;44C;Latest Date of Shipment;6!n;710#44C
710;O;44D;Shipment Period;6*65x;710#44D
710;O;44E;Port of Loading/Airport of Departure;65x;710#44E
710;O;44F;Port of Discharge/Airport of Destination;65x;710#44F
710;O;45A;Description of Goods and/or Services;100*65z;710#45A
710;O;46A;Documents Required;100*65z;710#46A
710;O;47A;Additional Conditions;100*65z;710#47A
710;O;48;Period for Presentation in Days;3n[/35x];710#48
710;M;49;Confirmation Instructions;7!x;710#49
710;O;49G;Special Payment Conditions for Beneficiary;100*65z;710#49G
710;O;49H;Special Payment Conditions for Receiving Bank;100*65z;710#49H
710;M;50;Applicant;4*35x;710#50
710;O;50B;Non-Bank Issuer;4*35x;710#50B
710;O;51A;Applicant Bank;A or D;710#51A
710;O;51D;Applicant Bank;A or D;710#51D
710;O;52A;Issuing Bank;A or D;710#52A
710;O;52D;Issuing Bank;A or D;710#52D
710;O;53A;Reimbursing Bank;A or D;710#53A
710;O;53D;Reimbursing Bank;A or D;710#53D
710;O;57A;'Advise Through' Bank;A, B, or D;710#57A
710;O;57B;'Advise Through' Bank;A, B, or D;710#57B
710;O;57D;'Advise Through' Bank;A, B, or D;710#57D
710;O;58A;Requested Confirmation Party;A or D;710#58A
710;O;58D;Requested Confirmation Party;A or D;710#58D
710;M;59;Beneficiary;[/34x]<crlf>4*35x;710#59
710;O;71D;Charges;6*35z;710#71D
710;O;72Z;Sender to Receiver Information;6*35z;710#72Z
710;O;78;Instructions to the Paying/Accepting/Negotiating Bank;12*65x;710#78
711;M;20;Sender's Reference;16x;711#20
711;M;21;Documentary Credit Number;16x;711#21
711;M;27;Sequence of Total;1!n/1!n;711#27
711;O;45A;Description of Goods and/or Services;100*65z;711#45A
711;O;46A;Documents Required;100*65z;711#46A
711;O;47A;Additional Conditions;100*65z;711#47A
711;O;49G;Special Payment Conditions for Beneficiary;100*65z;711#49G
711;O;49H;Special Payment Conditions for Receiving Bank;100*65z;711#49H
720;M;20;Transferring Bank's Reference;16x;720#20
720;M;21;Documentary Credit Number;16x;720#21
720;M;27;Sequence of Total;1!n/1!n;720#27
720;M;31C;Date of Issue;6!n;720#31C
720;M;31D;Date and Place of Expiry;6!n29x;720#31D
720;M;32B;Currency Code, Amount;3!a15d;720#32B
720;O;39A;Percentage Credit Amount Tolerance;2n/2n;720#39A
720;O;39C;Additional Amounts Covered;4*35x;720#39C
720;M;40B;Form of Documentary Credit;24x<crlf>24x;720#40B
720;M;40E;Applicable Rules;30x[/35x];720#40E
720;M;41A;Available With ... By ...;A or D;720#41A
720;M;41D;Available With ... By ...;A or D;720#41D
720;O;42A;Drawee;A or D;720#42A
720;O;42C;Drafts at ...;3*35x;720#42C
720;O;42D;Drawee;A or D;720#42D
720;O;42M;Mixed Payment Details;4*35x;720#42M
720;O;42P;Negotiation/Deferred Payment Details;4*35x;720#42P
